iteration,rtt_ms,status,proc_ram_mb,proc_vsz_mb,proc_cpu_pct,sys_ram_pct,sys_cpu_pct
134,0.194,ok,38.098,2391.289,0.0,50.1,0.0
135,0.253,ok,38.098,2391.289,0.0,50.1,0.0
136,0.234,ok,38.098,2391.289,0.0,50.1,0.0
137,0.204,ok,38.098,2391.289,0.0,50.1,0.0
138,0.222,ok,38.098,2391.289,0.0,50.1,0.0
139,0.237,ok,38.098,2391.289,0.0,50.1,0.0
140,0.183,ok,38.098,2391.289,0.0,50.1,0.0
141,0.171,ok,38.098,2391.289,0.0,50.1,0.0
142,0.248,ok,38.098,2391.289,0.0,50.1,0.0
143,0.208,ok,38.098,2391.289,0.0,50.1,0.0
144,0.220,ok,38.098,2391.289,0.0,50.1,0.0
145,0.182,ok,38.098,2391.289,0.0,50.1,0.0
146,0.195,ok,38.098,2391.289,0.0,50.1,0.0
147,0.192,ok,38.098,2391.289,0.0,50.1,0.0
148,0.186,ok,38.098,2391.289,0.0,50.1,0.0
149,0.204,ok,38.098,2391.289,0.0,50.1,0.0
150,0.328,ok,38.098,2391.289,0.0,50.1,0.0
151,0.268,ok,38.098,2391.289,0.0,50.1,0.0
152,0.222,ok,38.098,2391.289,0.0,50.1,0.0
153,0.207,ok,38.098,2391.289,0.0,50.1,0.0
154,0.197,ok,38.098,2391.289,0.0,50.1,0.0
155,0.230,ok,38.098,2391.289,0.0,50.1,0.0
156,0.280,ok,38.098,2391.289,0.0,50.1,0.0
157,0.249,ok,38.098,2391.289,0.0,50.1,0.0
158,0.274,ok,38.098,2391.289,0.0,50.1,0.0
159,0.303,ok,38.098,2391.289,0.0,50.1,0.0
160,0.338,ok,38.098,2391.289,0.0,50.1,0.0
161,0.346,ok,38.098,2391.289,0.0,50.1,0.0
162,0.367,ok,38.098,2391.289,0.0,50.1,0.0
163,0.438,ok,38.098,2391.289,0.0,50.1,0.0
164,0.355,ok,38.098,2391.289,0.0,50.1,0.0
165,0.381,ok,38.098,2391.289,0.0,50.1,0.0
166,0.316,ok,38.098,2391.289,0.0,50.1,0.0
167,0.276,ok,38.098,2391.289,0.0,50.1,0.0
